SOURCE OF WATER,WATER SYSTEM,PFAS RESULT,POTENTIAL PFAS USER,INDICATOR SCORE,DISTANCE
SW,CENTURY ALUMINUM SEBREE LLC,NS,AMG ALUMINUM NA LLC,50,1.703979149
SWP,EDMONTON WATER WORKS,NS,SUMITOMO ELECTRIC WIRING SYSTEMS INC,25,1.698485239
SW,BLUE GRASS ARMY DEPOT,NS,MIKRON INDUSTRIES INC,50,1.692864767
SW,CENTURY ALUMINUM SEBREE LLC,NS,BIG RIVERS ELECTRIC CORP REID/GREEN/HMP&L STATION II,25,1.674597989
GW,POTTERS RANCH,NS,BEST SANITIZERS INC,100,1.670548613
SW,SHELBYVILLE WATER & SEWER COMMISSION,NS,STANLEY BLACK & DECKER,50,1.667164811
SW,HARDIN COUNTY WATER DISTRICT #2,12.97,AGC AUTOMOTIVE AMERICAS,50,1.665697381
SW,KENTUCKY-AMERICAN WATER CO-Richmond,1.39,CENTRAL KENTUCKY PROCESSING INC,50,1.66190014
GW,CAMP TURNABOUT,NS,GREIF PACKAGING LLC,50,1.660334342
SWP,EAST CLARK CO WATER DISTRICT,NS,BODYCOTE - WINCHESTER,50,1.655448209
GW,CAMP TURNABOUT,NS,SFC GLOBAL SUPPLY CHAIN INC FLORENCE KY,25,1.636084177
SW,LONDON UTILITY COMMISSION,NS,ACCENT MARBLE INC,50,1.622418336
SWP,EAST CLARK CO WATER DISTRICT,NS,CATALENT PHARMA SOLUTIONS,100,1.600546287
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,HOLLEY PERFORMANCE PRODUCTS,25,1.597463784
GW,CARROLL CO WATER DISTRICT-Ghent,1.09,KENTUCKY UTILITIES CO GHENT STATION,25,1.593738082
SW,HARDIN COUNTY WATER DISTRICT #2,12.97,ALTEC INDUSTRIES INC,25,1.571793501
GWP,EMINENCE WATER WORKS,NS,LIBERTAS COPPER LLC,50,1.569273239
SWP,CALDWELL COUNTY WATER DISTRICT,NS,HYDRO GEAR,25,1.559641633
SW,MT STERLING WATER WORKS,NS,KEY OIL CO MOUNT STERLING BULK PLANT,75,1.554786293
SWP,SOUTHEASTERN WATER ASSOC/NELSON VALLEY,NS,PRAIRIE FARMS DAIRY,25,1.545285435
SW,KENTUCKY-AMERICAN WATER CO-Richmond,1.39,LINK-BELT CRANES LP LLLP A DELAWARE LTD LIABILITY L,25,1.540912737
SWP,SOUTHERN MADISON WATER DISTRICT,NS,STEMCO PRODUCTS INC,50,1.539353594
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,WESTLAKE PVC CORP,100,1.526338431
SW,HENDERSON WATER UTILITY/NORTH,14.03,INTERNATIONAL PAPER - HENDERSON MILL,25,1.525709618
SW,HENDERSON WATER UTILITY/SOUTH,ND,INTERNATIONAL PAPER - HENDERSON MILL,25,1.525709618
GW,CARROLLTON UTILITIES,ND,PMC ORGANOMETALLIX INC,100,1.520393979
GWP,WEST CARROLL WATER DISTRICT - CARROLLTON,NS,PMC ORGANOMETALLIX INC,100,1.520393979
GWP,GRAYSON UTILITY COMMISSION,NS,PMC ORGANOMETALLIX INC,100,1.520393979
GWP,WEST CARROLL WATER DISTRICT- HENRY CO #2,NS,PMC ORGANOMETALLIX INC,100,1.520393979
SW,LEBANON WATER WORKS CO INC,NS,HENDRICKSON TRUCK SUSPENSION SYSTEMS,25,1.519895739
SWP,MIDWAY MUNICIPAL WATER WORKS,NS,AMERICAN HOWA OF KENTUCKY GEORGETOWN,25,1.505482413
SWP,JESSAMINE CO WATER DISTRICT #1,NS,DONALDSON CO INC,25,1.491502827
SWP,JESSAMINE S ELKHORN WATER DIST,NS,DONALDSON CO INC,25,1.491502827
SW,BLUE GRASS ARMY DEPOT,NS,RICHMOND AUTO PARTS TECHNOLOGY,25,1.488561735
SWP,CUMBERLAND CO WATER DISTRICT,NS,ROCORE-BURKESVILLE,25,1.484484967
SW,SHELBYVILLE WATER & SEWER COMMISSION,NS,KATAYAMA AMERICAN CO INC,25,1.475733713
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,ESTRON CHEMICALS INC,100,1.469679601
SWP,STANTON WATER WORKS,NS,MERIDIAN BRICK - STANTON PLANT,50,1.459746246
SWP,EAST CLARK CO WATER DISTRICT,NS,CONTECH ENGINEERED SOLUTIONS LLC,50,1.452035594
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,WACKER CHEMICAL CORP POLYMERS DIV,100,1.438040656
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,SEKISUI SPECIALTY CHEMICALS AMERICA LLC,100,1.435517079
SW,BLUE GRASS ARMY DEPOT,NS,AGC FLAT GLASS N AMERICA INC,50,1.431675807
SW,WINCHESTER MUNICIPAL UTILITIES,1.69,BODYCOTE - WINCHESTER,50,1.423132705
SWP,KENTUCKY AMERICAN WATER- MILLERSBURG,NS,LINK-BELT CRANES LP LLLP A DELAWARE LTD LIABILITY L,25,1.422644298
SWP,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,NS,LINK-BELT CRANES LP LLLP A DELAWARE LTD LIABILITY L,25,1.422644298
SW,PARIS WATER WORKS,NS,CENTRAL MOTOR WHEEL OF AMERICA (DBA CMWA),25,1.416623884
SW,HARRODSBURG MUNICIPAL WATER DEPARTMENT,NS,HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC-HK,25,1.412749482
SWP,EARLINGTON WATER & SEWER,NS,JLOK CORP,100,1.405567669
SW,LEBANON WATER WORKS CO INC,NS,ANGELL-DEMMEL NA,25,1.384427899
SWP,BOONE-FLORENCE WATER COMMISSION,NS,ROBERT BOSCH AUTOMOTIVE STEERING LLC,25,1.376154284
SWP,FLORENCE WATER & SEWER,NS,ROBERT BOSCH AUTOMOTIVE STEERING LLC,25,1.376154284
SWP,BOONE-FLORENCE WATER COMMISSION,NS,GREIF PACKAGING LLC,50,1.37399502
SWP,FLORENCE WATER & SEWER,NS,GREIF PACKAGING LLC,50,1.37399502
SW,WINCHESTER MUNICIPAL UTILITIES,1.69,CATALENT PHARMA SOLUTIONS,100,1.368398543
SWP,NE WOODFORD CO WATER DISTRICT,NS,LEDVANCE LLC,50,1.344970289
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,DARAMIC LLC,50,1.343834558
SW,GEORGETOWN MUNICIPAL WATER SERVICE,11.08,VUTEQ USA INC,25,1.341379197
SWP,EAST CLARK CO WATER DISTRICT,NS,WINCHESTER FARMS DAIRY,25,1.335122934
SWP,HARRISON CO WATER ASSOC,NS,CHROMASCAPE INC,100,1.332987164
SWP,HARRISON CO WATER ASSOC,NS,3M CO - CYNTHIANA,25,1.32761528
SWP,ELKHORN WATER DISTRICT,NS,LEDVANCE LLC,50,1.327578422
SWP,PEAKS MILL WATER DISTRICT,NS,LEDVANCE LLC,50,1.327578422
SW,GEORGETOWN MUNICIPAL WATER SERVICE,11.08,INTERNATIONAL CRANKSHAFT INC,50,1.324186566
SW,GEORGETOWN MUNICIPAL WATER SERVICE,11.08,ADIENT GEORGETOWN,25,1.313934512
SW,BEREA MUNICIPAL UTILITIES,NS,STEMCO PRODUCTS INC,50,1.303790048
SWP,KENTUCKY AMERICAN WATER- MILLERSBURG,NS,CENTRAL KENTUCKY PROCESSING INC,50,1.302557028
SWP,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,NS,CENTRAL KENTUCKY PROCESSING INC,50,1.302557028
SWP,WESTERN PULASKI CO WATER DISTRICT,NS,PRAIRIE FARMS DAIRY,25,1.296342535
SWP,SEBREE WATER DEPARTMENT,NS,PHOENIX FABRICATORS & ERECTORS INC,50,1.283219807
SW,PARIS WATER WORKS,NS,AVANTOR PERFORMANCE MATERIALS,100,1.268827742
SWP,HENDERSON COUNTY WATER DISTRICT,NS,INTERNATIONAL PAPER - HENDERSON MILL,25,1.267205743
SW,MADISONVILLE LIGHT & WATER,3.3,AHLSTROM-MIUNKSJO FILTRATION LLC,25,1.25645152
SW,GLASGOW WATER COMPANY,NS,BLUEGRASS DAIRY & FOOD INC,25,1.246056463
SW,LAUREL CO WATER DISTRICT #2,2.71,ACCENT MARBLE INC,50,1.24560705
SW,GEORGETOWN MUNICIPAL WATER SERVICE,11.08,MINOVA USA INC,100,1.231681072
SW,WINCHESTER MUNICIPAL UTILITIES,1.69,CONTECH ENGINEERED SOLUTIONS LLC,50,1.223401556
GWP,EMINENCE WATER WORKS,NS,STEEL TECHNOLOGIES LLC,50,1.222453652
SW,PARIS WATER WORKS,NS,KENTUCKY SMELTING TECHNOLOGY,50,1.205627255
SW,SHELBYVILLE WATER & SEWER COMMISSION,NS,OHIO VALLEY ALUMINUM CO INC,50,1.198250591
SWP,CANNONSBURG WATER DISTRICT,NS,FEDERAL CORRECTIONAL INSTITUTION ASHLAND KY,25,1.185991839
SW,LONDON UTILITY COMMISSION,NS,BORDEN DAIRY,25,1.18041914
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,EVONIK CORP CALVERT CITY PLANT,100,1.166730269
SW,HARDIN COUNTY WATER DISTRICT #2,12.97,METALSA LIGHT VEHILCLE USA - ELIZABETHTOWN,25,1.155167869
GW,HENRY COUNTY WATER DISTRICT #2,NS,ARVIN SANGO INC,25,1.152821235
SW,CYNTHIANA MUNICIPAL WATER WORKS,9.56,LANDMARK STONE,50,1.143728441
SW,LEBANON WATER WORKS CO INC,NS,PORTLAND FORGE AN ALLEGHENYTE CHNOLOGY CO,50,1.140181892
SW,PADUCAH WATER WORKS,8.61,JSC TERMINAL LLC (DBA MIDWEST TERMINAL),75,1.136630387
SW,GLASGOW WATER COMPANY,NS,AKEBONO BRAKE CORP-GLASGOW,25,1.132631175
SWP,ELKHORN WATER DISTRICT,NS,YOKOHAMA INDUSTRIES AMERICAS INC,25,1.11890845
SWP,PEAKS MILL WATER DISTRICT,NS,YOKOHAMA INDUSTRIES AMERICAS INC,25,1.11890845
SWP,SIMPSON COUNTY WATER DISTRICT,NS,QG PRINTING II CORP,25,1.109059396
SW,WINCHESTER MUNICIPAL UTILITIES,1.69,WINCHESTER FARMS DAIRY,25,1.102802954
SW,CYNTHIANA MUNICIPAL WATER WORKS,9.56,CHROMASCAPE INC,100,1.0992404
SWP,NE WOODFORD CO WATER DISTRICT,NS,YOKOHAMA INDUSTRIES AMERICAS INC,25,1.093952254
SW,LEBANON WATER WORKS CO INC,NS,CURTIS-MARUYASU AMERICA INC,25,1.091136363
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,HUNTER DOUGLAS,50,1.090726976
SWP,MARION COUNTY WATER DISTRICT,NS,CURTIS-MARUYASU AMERICA INC,25,1.090366088
SW,PARIS WATER WORKS,NS,ITW COMMERCIAL CONSTRUCTION NA,50,1.089665363
SW,CENTURY ALUMINUM SEBREE LLC,NS,CENTURY ALUMINUM SEBREE LLC,50,1.054266787
SWP,WALTON WATERWORKS DEPARTMENT,NS,BEST SANITIZERS INC,100,1.047015979
SWP,ELKHORN WATER DISTRICT,NS,YOKOHAMA INDUSTRIES AMERICAS (SEALANT DIV),100,1.041935967
SWP,PEAKS MILL WATER DISTRICT,NS,YOKOHAMA INDUSTRIES AMERICAS (SEALANT DIV),100,1.041935967
SWP,NE WOODFORD CO WATER DISTRICT,NS,YOKOHAMA INDUSTRIES AMERICAS (SEALANT DIV),100,1.016968982
SWP,HARRISON CO WATER ASSOC,NS,LANDMARK STONE,50,1.005914879
GW,SHAWNEE BAY RESORT,NS,3A COMPOSITES USA INC,50,1.004924787
SW,CYNTHIANA MUNICIPAL WATER WORKS,9.56,3M CO - CYNTHIANA,25,0.999258279
GW,CARROLL CO WATER DISTRICT-Ghent,1.09,NORTH AMERICAN STAINLESS,50,0.959777162
SW,CAMPBELLSVILLE MUNICIPAL WATER,ND,INGERSOLL RAND CAMPBELLSVILLE OPERATIONS,25,0.923567725
SW,HARRODSBURG MUNICIPAL WATER DEPARTMENT,NS,CORNING INC,50,0.911823013
GWP,HARDIN WATER DEPARTMENT,NS,ALTEC INDUSTRIES INC,25,0.908041852
SW,BLUE GRASS ARMY DEPOT,NS,OKONITE CO INC,25,0.905540858
SW,SOMERSET WATER SERVICE,NS,PRAIRIE FARMS DAIRY,25,0.892687535
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,VALOR LLC,75,0.888359515
GWP,HARDIN WATER DEPARTMENT,NS,AGC AUTOMOTIVE AMERICAS,50,0.873884674
SW,CENTURY ALUMINUM SEBREE LLC,NS,TYSON CHICKEN INC PROCESSING & RENDERING,25,0.866929445
GW,MONUMENT CHEMICAL KENTUCKY,NS,MONUMENT CHEMICAL KENTUCKY LLC,100,0.848234327
SW,RICHMOND UTILITIES,NS,ENERSYS DELAWARE INC,25,0.84466784
SWP,OWINGSVILLE WATER WORKS,NS,CTI FOODS,25,0.833593391
GW,LEWISPORT MUNICIPAL WATER WORKS,NS,DAL-TILE CORP LEWISPORT PLANT,50,0.83210586
SW,BURNSIDE WATER COMPANY,NS,JOHN S COOPER POWER STATION,25,0.825744328
SW,MAYSVILLE UTILITY COMMISSION,36.73,WALD LLC,50,0.824918627
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,MODERN WELDING CO OF OWENSBORO INC,50,0.75462998
SW,WILLIAMSTOWN MUNICIPAL WATER DEPT,NS,GOTEC PLUS SUN LLC,50,0.731093156
SW,LAWRENCEBURG WATER & SEWER DEPT,NS,YKK (USA) INC SNAP & BUTTON PRODUCTS,50,0.707134796
SWP,SO ANDERSON WATER DISTRICT,NS,YKK (USA) INC SNAP & BUTTON PRODUCTS,50,0.707109233
GW,BENTON WATER & SEWER,ND,3A COMPOSITES USA INC,50,0.694079159
GW,MURRAY WATER SYSTEM,ND,SAPUTO DAIRY FOODS USA LLC,25,0.688784404
SW,SPRINGFIELD WATER WORKS,NS,CELL PAK LLC,50,0.645773862
SWP,LIVERMORE WATER WORKS,NS,PERDUE FARMS INC LIVERMORE FEEDMILL,25,0.63966714
SWP,SO WOODFORD CO WATER DISTRICT,NS,YOKOHAMA INDUSTRIES AMERICAS INC,25,0.631692337
SWP,WURTLAND WATER DEPARTMENT,NS,VEOLIA WURTLAND PLANT,100,0.62387212
SWP,SO WOODFORD CO WATER DISTRICT,NS,YOKOHAMA INDUSTRIES AMERICAS (SEALANT DIV),100,0.61816413
SWP,JESSAMINE CO WATER DISTRICT #1,NS,SARGENT & GREENLEAF,50,0.617416155
SWP,JESSAMINE S ELKHORN WATER DIST,NS,SARGENT & GREENLEAF,50,0.617416155
SWP,EAST LAUREL WATER DISTRICT,NS,BORDEN DAIRY,25,0.605924715
SWP,WEST LAUREL WATER ASSOC INC,NS,BORDEN DAIRY,25,0.605924715
GWP,HARDIN WATER DEPARTMENT,NS,FLINT CPS INKS NA LLC,100,0.593378089
GW,KENTUCKY BEACH RESORT,NS,SAPUTO DAIRY FOODS USA LLC,25,0.590022339
GWP,MURRAY WATER DISTRICT #2,NS,SAPUTO DAIRY FOODS USA LLC,25,0.590022339
GW,PARADISE RESORT,NS,SAPUTO DAIRY FOODS USA LLC,25,0.590022339
SWP,NORTH MCLEAN CO WATER DISTRICT,NS,PERDUE FARMS INC LIVERMORE FEEDMILL,25,0.577430799
SW,HARDIN COUNTY WATER DISTRICT #2,12.97,AKEBONO - ELIZABETHTOWN PLANT,25,0.572743659
SW,HARDIN COUNTY WATER DISTRICT #2,12.97,CYTECH PRODUCTS INC,100,0.571982484
SWP,FORT CAMPBELL,NS,US ARMY FORT CAMPBELL,25,0.555152244
SWP,SIMPSON COUNTY WATER DISTRICT,NS,MERITOR HEAVY VEHICLE SYSTEMS LLC,50,0.534674416
SW,SPRINGFIELD WATER WORKS,NS,INOAC GROUP NA LLC,50,0.531164336
SW,LOGAN-TODD REGIONAL WATER COMMISSION,NS,KOPPERS INC (GUTHRIE),50,0.499783653
SWP,WURTLAND WATER DEPARTMENT,NS,PREGIS INNOVATIVE PACKAGING INC,50,0.497207514
SWP,JESSAMINE CO WATER DISTRICT #1,NS,MCKECHNIE VEHICLE COMPONETS,25,0.4680881
SWP,JESSAMINE S ELKHORN WATER DIST,NS,MCKECHNIE VEHICLE COMPONETS,25,0.4680881
GWP,HARDIN WATER DEPARTMENT,NS,METALSA LIGHT VEHILCLE USA - ELIZABETHTOWN,25,0.459280754
SW,PERDUE FARMS INC,1.01,PERDUE CROMWELL PROCESSING PLANT,25,0.452677959
GW,HICKMAN WATER DEPARTMENT,NS,TOKAI CARBON GE LLC,25,0.440742082
SWP,BLUEGRASS STATION,NS,PRESTRESS SERVICES INDUSTRIES LLC-LEXINGTON BRANCH,50,0.434635092
SWP,MARION COUNTY WATER DISTRICT,NS,ANGELL-DEMMEL NA,25,0.368545888
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,OWENSBORO GRAIN CO LLC,25,0.342812842
GW,KENTUCKY BEACH RESORT,NS,BRIGGS & STRATTON CORP,25,0.327298713
GWP,MURRAY WATER DISTRICT #2,NS,BRIGGS & STRATTON CORP,25,0.327298713
GW,PARADISE RESORT,NS,BRIGGS & STRATTON CORP,25,0.327298713
SW,BURKESVILLE WATER WORKS,NS,ROCORE-BURKESVILLE,25,0.303327743
SWP,CHRISTIAN CO WATER DISTRICT,NS,EBONITE INTERNATIONAL INC,50,0.289970656
GWP,HARDIN WATER DEPARTMENT,NS,AKEBONO - ELIZABETHTOWN PLANT,25,0.286108303
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,OWENSBORO MUNICIPAL UTILITIES ELMER SMITH STATION,25,0.26691966
GWP,HARDIN WATER DEPARTMENT,NS,CYTECH PRODUCTS INC,100,0.257417089
GW,MURRAY WATER SYSTEM,ND,BRIGGS & STRATTON CORP,25,0.246791697
SW,SPRINGFIELD WATER WORKS,NS,ALLTECH INC,25,0.233909153
SW,HARDIN COUNTY WATER DISTRICT #2,12.97,FLINT CPS INKS NA LLC,100,0.216353198
SW,BLUE GRASS ARMY DEPOT,NS,US ARMY BLUE GRASS ARMY DEPOT,25,0.159458077
